"scenario","model_label","quantity","region","year","q025","q10","q25","q50","q75","q90","q975","n_runs"
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",1993,0.424705557867909,0.426385248258374,0.433598048929197,0.436754069467768,0.450880297667665,0.514899650662934,0.529947956458138,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",1993,0.553559714902234,0.555656559949551,0.561981241699867,0.568174798489543,0.583387643378519,0.781577713296708,0.787332944530105,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",1994,0.397258441194077,0.401244724895829,0.407964988269989,0.419881731622999,0.427786362681818,0.446491695662175,0.465473623584466,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",1994,0.389423176439816,0.392813892930423,0.403827885275532,0.424403504365683,0.434904443662798,0.470642029920438,0.494350971524068,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",1994,0.320633870145325,0.328554214408018,0.34127069563158,0.35590306340693,0.372573231803526,0.398604892250258,0.404790519494577,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",1994,0.367340591022001,0.369091668088933,0.372404757598127,0.378053727389379,0.387505523168802,0.392801778521933,0.395875750238134,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",1994,0.394066227948747,0.395389290646648,0.401210060577266,0.407943856913105,0.419386853575215,0.488044726563491,0.503271820748907,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",1994,0.540212602437975,0.543208446280097,0.548301132578281,0.555725837349519,0.575763432547352,0.774605046792185,0.779320031184059,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",1995,0.372303476937545,0.376622450828259,0.381431147216168,0.392462287550214,0.401021457247734,0.417730999656102,0.437910927425528,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",1995,0.386663424560471,0.388687397915132,0.398642057261602,0.418544209896145,0.43102983288132,0.469297705142567,0.493501724059345,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",1995,0.298240778984494,0.304071156391546,0.315660743318406,0.329753132506655,0.346055774867425,0.378433558644318,0.38496183070848,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",1995,0.336029110148958,0.336726204792418,0.340305465147817,0.34746733022696,0.357277721334616,0.361174835686361,0.369083541807642,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",1995,0.356353692702312,0.357198235108982,0.360930609894927,0.370849135437424,0.381763976205915,0.447972487555684,0.463560260517267,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",1995,0.510390455727847,0.51393766655218,0.518949590409977,0.525623799428702,0.546429332981327,0.748829655282435,0.754211627631333,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",1996,0.364074344383233,0.368330389028913,0.373597676020485,0.384997935615247,0.393309760020791,0.406236404316466,0.425465773786094,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",1996,0.364626486586867,0.367820442144539,0.379170674361441,0.400433323559118,0.411547720993359,0.449628974664172,0.474601859094155,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",1996,0.268145431662429,0.272522974150085,0.28229087293812,0.294638330897712,0.309864680365691,0.347363412396326,0.354148153862001,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",1996,0.327121286189838,0.334133711535665,0.346753913050792,0.352849492648233,0.355090511701533,0.366420776804605,0.371345952860844,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",1996,0.400112970759919,0.402665750425996,0.405016315261044,0.411182937878009,0.420239522351928,0.476244252606452,0.490340450150909,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",1996,0.491917620904272,0.495987951344275,0.498429196394492,0.507544326406073,0.528859709602066,0.722511551168307,0.727713233309938,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",1997,0.379474979739691,0.38319195188432,0.388845656007915,0.401160395938908,0.409716504257241,0.419270459083598,0.438414794403125,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",1997,0.373426077386705,0.374969392183549,0.38513567622509,0.404251286591777,0.418082617586912,0.460198625741232,0.483690146957642,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",1997,0.24263502265476,0.247085532401068,0.256210611168108,0.268151657915558,0.283024617537892,0.312738871418198,0.319113649167225,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",1997,0.346917649023088,0.356616688595255,0.377491162847392,0.381730721687351,0.387866814833107,0.393688761776008,0.400873130980133,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",1997,0.44909355467,0.453497087797669,0.455794076478093,0.46052118766215,0.471775926001943,0.519094095484243,0.53323965460608,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",1997,0.509563134459409,0.511587713867605,0.516780164791753,0.524334198074251,0.547538217192774,0.738093738714179,0.743674787170503,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",1998,0.362119392805668,0.366779919755895,0.373209748430072,0.385006375100597,0.394654889187185,0.405278732570529,0.424867442732113,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",1998,0.377820983392563,0.378804506742737,0.387863739327409,0.404580826756444,0.420078359371158,0.464341921073199,0.486327017045731,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",1998,0.227993227856843,0.232423074989291,0.241873161047893,0.25708200386803,0.27249262283832,0.285769092859735,0.291957223204441,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",1998,0.344966797480995,0.349851249161013,0.358170496027486,0.364132469801822,0.369093718023314,0.374629949999014,0.380953760064749,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",1998,0.411011573272944,0.415854540314492,0.418198308558505,0.424769033412186,0.437200657041584,0.487993860197558,0.503098651631068,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",1998,0.503817676878438,0.505833405409278,0.512187338683186,0.518459298430535,0.542641915523271,0.72398144465155,0.730807165241057,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",1999,0.335162060757607,0.340819361744951,0.348702552125834,0.359866323033787,0.370105120944608,0.382884728112824,0.402903475100301,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",1999,0.373152476932685,0.374118228636482,0.38352996696555,0.398253305209755,0.41382127238221,0.460188301412681,0.481338511515673,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",1999,0.213744116089832,0.218322448772701,0.227210381724511,0.244188944443584,0.259263723733507,0.265844038785309,0.274694619029172,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",1999,0.325035580622011,0.328555465077627,0.331719339872076,0.334547526505362,0.340843389470892,0.344598844586781,0.3551867570542,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",1999,0.385249630094126,0.389271099370608,0.392431412934057,0.397864352339321,0.412045816354116,0.462107409468673,0.476982486536462,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",1999,0.4721291741096,0.474066014552996,0.479812421365664,0.48591394035831,0.505059150796319,0.688564894061672,0.695538993854301,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2000,0.30317014801349,0.308628924162258,0.317741797676008,0.327598634971255,0.338919011220441,0.352202385339026,0.371855959530349,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2000,0.359495375500064,0.360305634714952,0.371092235687158,0.386818812644564,0.401284781861903,0.446979386959492,0.468188559006527,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2000,0.185160714052301,0.189730178734588,0.19584952486693,0.209961216084107,0.223964296804707,0.232097964171934,0.239429275715369,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2000,0.283539116114879,0.285842362707758,0.289714723518697,0.29472691017717,0.300877487918883,0.304108215460321,0.315895179943697,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2000,0.365988867155827,0.369249369232021,0.371853278808566,0.376758013019394,0.39425238270862,0.441063895530945,0.456024694829964,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2000,0.442586406039091,0.444036493076206,0.449976643860083,0.45586546192427,0.47176529743153,0.655432386773158,0.662155077897169,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2001,0.278941657353968,0.285140962100193,0.295046749035778,0.305505254361185,0.316803841128249,0.328738977900317,0.34815019401192,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2001,0.365895017365296,0.367339013441916,0.378471485751428,0.393045418326693,0.408523082977087,0.453813138872157,0.473271862880579,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2001,0.156542637163962,0.161146357723681,0.165944375471964,0.178135994320423,0.191608727490335,0.200677584446705,0.206711151645498,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2001,0.271884384964616,0.274469538952084,0.277228914882736,0.281403965398454,0.285323431698261,0.291853473238423,0.301931535328944,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2001,0.335755303557877,0.338253700451037,0.341973026144256,0.34831954202446,0.361763400124308,0.416671069304669,0.430436845296244,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2001,0.40928129854433,0.412591639864063,0.41641880389846,0.423916623079754,0.433227638079788,0.6248568346914,0.631472392181564,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2002,0.264156471184416,0.271348598336926,0.281471587799891,0.29267553588655,0.303362311225042,0.313148131390824,0.331689174535707,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2002,0.414515844031741,0.417239227786233,0.42298862954472,0.436170286108239,0.454807627290554,0.500504397068288,0.516453669152617,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2002,0.141833908094299,0.146479518587115,0.152055789262821,0.16532192309635,0.178152157105304,0.182425283009278,0.191081950680013,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2002,0.253280586424363,0.255757892227793,0.257969286561473,0.261945964014579,0.269190618432622,0.276247271975121,0.286878378962748,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2002,0.293661914506849,0.295355490791025,0.301799005410132,0.306730002021341,0.318864579229147,0.371421598053508,0.384932012449193,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2002,0.391574301564925,0.394248248513264,0.397624190064795,0.403944745706651,0.415056321400357,0.583514752301742,0.591022772117496,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2003,0.248894667528753,0.256438832161137,0.265880368652491,0.276557541689043,0.287524055794101,0.296441941599095,0.314738318261419,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2003,0.416009873914554,0.41940329607334,0.423173199213782,0.437326296421827,0.454138073452789,0.496633310858453,0.513125893673739,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2003,0.136847404782528,0.141561177282947,0.14886706540845,0.16318527103639,0.17592876335132,0.179125097456203,0.187498072300807,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2003,0.231431912959913,0.233676570855141,0.236444494404125,0.241324124821014,0.248543631157067,0.261780117091737,0.271198986780119,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2003,0.249102110713693,0.250911101219207,0.254732987554095,0.260090062484179,0.271747765640516,0.322940715245659,0.336411856305727,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2003,0.37659801095388,0.379888866331943,0.382977455894743,0.389316056375132,0.401213687983146,0.557626201573302,0.566432238973191,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2004,0.24238437246175,0.24797570409382,0.256484071438109,0.266362069615331,0.277224478571021,0.284536830313428,0.302940159870819,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2004,0.399478255638124,0.40443479012793,0.406098949765912,0.420096677495802,0.435842338297675,0.476469364898938,0.494482591183486,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2004,0.13072106670037,0.134741998841365,0.143600058046728,0.157281861949583,0.169323669764271,0.172816339698038,0.180830328773166,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2004,0.220581721685443,0.223968124047587,0.226155575245446,0.230332904084437,0.238287453758035,0.24583408567529,0.255049245695144,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2004,0.240776784845079,0.243269696894527,0.24513007094779,0.250270005432062,0.259332379833478,0.315493604222,0.329386199462698,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2004,0.366876115976491,0.369210902430173,0.373681655338668,0.381800778610727,0.391150136607525,0.542040117892363,0.55243564638579,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2005,0.223464601371594,0.226501358433231,0.234104056014037,0.24443247925876,0.254908649544297,0.263573782929131,0.283201435421053,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2005,0.372493535111856,0.377344740578001,0.379566906639241,0.392965264392295,0.407280982261373,0.447410362290612,0.466737514774957,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2005,0.12158695959513,0.125160986797328,0.133657323431101,0.146143059350209,0.157048411175091,0.161291514870832,0.169168448299974,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2005,0.196920845593602,0.199337151439096,0.202877050615562,0.207036614078868,0.215223565592306,0.228185537295884,0.23712320106947,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2005,0.198044186973891,0.19904201180414,0.205788608093396,0.207754584368229,0.217186938112638,0.271875818221185,0.285445991895758,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2005,0.348573159681226,0.350392423890814,0.357807415943601,0.363472542488684,0.379844748105175,0.530143111939085,0.540746202309729,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2006,0.215700758844562,0.220244207390067,0.22802552161267,0.237891256742133,0.248017140018632,0.254190551905937,0.271627831839256,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2006,0.352659428312323,0.357874127044328,0.359593499670695,0.372132762832886,0.386515357845362,0.427108410952115,0.446689949864913,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2006,0.109142488785544,0.112423186395458,0.120323772067139,0.131738970659343,0.14176335078534,0.146684589941174,0.154034800776626,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2006,0.19173462042923,0.194784531997905,0.197445581395349,0.199915294950568,0.208185342216838,0.221715084461891,0.23002428891192,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2006,0.219156451155977,0.22175701400317,0.224417999256229,0.229007833195011,0.235419959181537,0.274727934346712,0.287397191405958,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2006,0.341939833191338,0.343790474837593,0.35174153877002,0.358255679762992,0.377325194734205,0.518259556777262,0.528245925836409,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2007,0.208772642564389,0.214419102865723,0.222117008473779,0.230979981928246,0.240862786666952,0.246791622054436,0.264381845464229,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2007,0.335934508502526,0.340249524030755,0.342293877661665,0.355711189597046,0.370208008164245,0.409825661568106,0.428391868595194,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2007,0.095616400974933,0.0988809887172137,0.105310394756476,0.114852858987454,0.123605724967218,0.130423437682656,0.135808950932588,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2007,0.186482377667242,0.188251595751684,0.191328556108716,0.193897244036153,0.202018580180351,0.211551634025387,0.218916925887521,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2007,0.21334969896308,0.215343855843579,0.217639675058617,0.223158729995157,0.226568369353714,0.274282473880943,0.287257856755758,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2007,0.350634459134376,0.35202581050399,0.359492091568815,0.367324770520485,0.387088310915992,0.546141696962151,0.556779889840531,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2008,0.200910196511001,0.205784938581049,0.212984205657867,0.221885236955883,0.231477001574263,0.236867684967873,0.254314627539466,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2008,0.299384836948976,0.302783681903968,0.307100360446432,0.320401671126645,0.333245703040925,0.372564423880213,0.392192254056045,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2008,0.0853952671998096,0.0885076520621263,0.0943156141568355,0.102518634056535,0.110501923505798,0.117778488433281,0.122749121270334,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2008,0.190687398693455,0.193698872174962,0.196010960572385,0.199104064193265,0.203065425346771,0.205179021024647,0.216553478851502,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2008,0.216192459751334,0.220329694660559,0.222277811673785,0.225696786448037,0.236815258642781,0.28313083147377,0.2971156405085,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2008,0.337472018159899,0.338525744992616,0.345264781164051,0.353492220012368,0.374035683041277,0.538559446565486,0.549480242443168,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2009,0.188044435987157,0.193599982856361,0.201238600903858,0.210521556854618,0.220081125719765,0.222239593030681,0.237801331791354,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2009,0.297028198027317,0.300394620628652,0.304553966885646,0.316688401834168,0.33174409579776,0.374344134522902,0.39222574417043,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2009,0.0734976952980946,0.0764549867461728,0.0820664971791916,0.0889923319104553,0.0967606466044823,0.102718250886792,0.107913998725674,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2009,0.190179987932746,0.19130685879085,0.193631756415692,0.196754823310559,0.200841530922292,0.202902330253632,0.211688974859544,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2009,0.193553875953288,0.195353353501802,0.1971550422785,0.202505347992637,0.207022093035414,0.25513621795825,0.267477267082942,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2009,0.321853903380194,0.322927024630325,0.330066182143002,0.337946585803747,0.355838309600367,0.511632356601276,0.522065089262266,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2010,0.17371154894966,0.179575041322314,0.187715363648339,0.19740845614368,0.205054398635344,0.207894254900631,0.221235505804988,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2010,0.30836413761667,0.311602213343444,0.315215360491109,0.329275612222904,0.345227145813488,0.390359094592032,0.406266527889082,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2010,0.069170900845378,0.0716693125931655,0.0785371065391886,0.0862987350212539,0.0946300113583779,0.0986611302754216,0.104191211396606,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2010,0.178962952916269,0.18005166935073,0.18226069137879,0.185279683324021,0.18872161265629,0.191106722098315,0.199742764635512,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2010,0.143977621166273,0.145156465797758,0.149601478075923,0.152086438152012,0.16163399938079,0.203589600552359,0.215023451695945,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2010,0.305285637260264,0.306751961908197,0.31494322220202,0.321166610852074,0.33485830333241,0.480840701156487,0.491183804903779,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2011,0.173146249132117,0.178560893504355,0.186248405865412,0.195493194753774,0.201259242380193,0.206073994403785,0.217255874966865,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2011,0.317828438917946,0.324039038019027,0.330960103578532,0.344085131540053,0.359993969445189,0.40563510636426,0.420679145582949,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2011,0.0696013725246087,0.0730849242096578,0.0810976619021939,0.091591948297443,0.0986361194671251,0.104628829907922,0.108700301781553,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2011,0.173636411223634,0.174822117516238,0.176623072509923,0.18085127398727,0.183354928596308,0.185764040856631,0.194715792439895,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2011,0.144881504753357,0.145929501775034,0.148197231227548,0.150766485042609,0.158401825265517,0.196510301906015,0.207882752439404,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2011,0.29553195794274,0.297517398918575,0.30519277384696,0.31203207875419,0.325774687622289,0.454126719016903,0.464634952234514,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2012,0.168530817803979,0.173208815437748,0.180122821532556,0.188852642126185,0.195700288874775,0.198769297746224,0.2111865131928,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2012,0.322566226110317,0.329673135303471,0.336198362461351,0.349344573421018,0.366493558374114,0.413987066717658,0.428819452230116,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2012,0.0641614382743431,0.0676351671776176,0.0751389803131966,0.0848728394418992,0.0922568685499267,0.0968800859879385,0.101242316652249,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2012,0.154825388961,0.156370042476137,0.158226301870234,0.162776800193217,0.165942753293957,0.166879957695973,0.176761858120206,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2012,0.159626095221264,0.162699339805964,0.164038105046344,0.166924423981268,0.17815527201168,0.211055764019052,0.221548506829151,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2012,0.281726503819922,0.283728021682622,0.29135653478587,0.29733022422737,0.311771987206129,0.433570318164276,0.444982730360395,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2013,0.16147995543988,0.165607436408936,0.172388457015389,0.180384386433105,0.186258850676954,0.190090441543486,0.201975551070184,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2013,0.313355104179355,0.320466076277435,0.327218910809086,0.340432517092859,0.356790586630287,0.402949182170059,0.418084484193885,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2013,0.0552386269388661,0.0579307650797441,0.0647180091297305,0.0723666840427044,0.0798488554953696,0.0837888879262899,0.0881115464971807,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2013,0.149458723725884,0.150719306651577,0.152169712777969,0.155687737478411,0.160226173239369,0.162325292668867,0.169741829754822,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2013,0.159073783540859,0.161152852837195,0.162636450964981,0.166393262963604,0.173322821454089,0.208971942652077,0.21819598939987,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2013,0.267957348764905,0.269575331019962,0.276721482553736,0.2825455104341,0.297045340624288,0.415542065118752,0.427465371940531,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2014,0.165224435112055,0.16906703479104,0.176065099796375,0.183839790944937,0.188167319691422,0.193738617786324,0.204817192891173,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2014,0.346343017238863,0.35583191846124,0.363224825265338,0.377953211399405,0.394858607601176,0.443019272312848,0.456509663032345,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2014,0.047739630113743,0.0498546111356659,0.0561598512581848,0.0629332270171435,0.0701438184651977,0.0738471045828786,0.0782057720952538,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2014,0.15340468948439,0.154815533953066,0.156090497629483,0.160152012518678,0.165437183012949,0.167140961289647,0.173294448903083,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2014,0.144912181680328,0.146642046438969,0.148395200408476,0.151048926880407,0.15641488799597,0.191111666765853,0.19992388064341,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2014,0.276395507281428,0.278553736344934,0.283621167153049,0.291120482633398,0.304543796756718,0.430140947349212,0.442382241391659,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2015,0.171541780743428,0.174990465188045,0.18229650352804,0.190565877824632,0.195044260629807,0.201677364128135,0.212670375212508,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2015,0.380637740703309,0.391243523055955,0.399457778956519,0.414566850198183,0.431574397042602,0.47637790675576,0.489070633814232,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2015,0.0435203077986628,0.0454934961636836,0.051715003581214,0.0585106168593442,0.0652603870233352,0.0691247590157697,0.0730466941987575,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2015,0.156131310837434,0.157117507229747,0.15874907598775,0.163157269021739,0.167697626241968,0.169940144311389,0.175620934884063,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2015,0.141583492398615,0.143230688507831,0.144757903957952,0.14765460348046,0.15384232424167,0.186511724575574,0.196066140722231,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2015,0.283823327518483,0.286624272629326,0.29163529744134,0.299170257294103,0.31256971155737,0.457756039011863,0.469296829379365,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2016,0.17271250830224,0.176088582762709,0.183573713522786,0.192402288027209,0.197737183960329,0.204409900741937,0.215922663660148,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2016,0.381977386634156,0.392457138780671,0.398979168158064,0.413611558418322,0.430951347283726,0.470985210801389,0.484647332766438,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2016,0.0469614911706397,0.0496743823623849,0.0564529650657872,0.0646253278747209,0.0690912018895271,0.0748626798136088,0.0795814130750226,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2016,0.162291389280407,0.16342313314952,0.165062246151981,0.169411125946692,0.175347912524851,0.177161987355204,0.182601729610382,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2016,0.147654378596211,0.14896483571472,0.150433130949375,0.153788182395777,0.158745629218313,0.191646521495307,0.202020406725705,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2016,0.27317398866689,0.276243216967576,0.281549081726007,0.289027965548146,0.300728667156089,0.449803679168714,0.460029154696417,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2017,0.170375454226587,0.173736796536797,0.181365003573936,0.190555318779498,0.19623814884226,0.20266237050696,0.214704135945998,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2017,0.376002351230162,0.386613318165135,0.392243839477081,0.407685723179083,0.42307905121074,0.46055722958545,0.475355711250648,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2017,0.0495993342973155,0.052459985800634,0.0593754959530233,0.0686465707787424,0.0731496240801254,0.0777936347272488,0.0841241618745642,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2017,0.161050820603032,0.162260041094376,0.164759939638447,0.168890012298824,0.174466565832949,0.175991513341148,0.185641195675027,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2017,0.162204429939963,0.16396035145328,0.165488843448756,0.16868343620278,0.173451986856089,0.204923398525811,0.215361920540535,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2017,0.257594766991174,0.260603954704724,0.26526072005053,0.272698889645297,0.282921341038965,0.41189162593203,0.420933924566109,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2018,0.171157258868812,0.174093066033751,0.181601071999042,0.190513853542566,0.196050267625685,0.201850326085373,0.214504696903624,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2018,0.388936253667862,0.400947754061534,0.407453787352328,0.419914883693814,0.435334150568542,0.476875281797687,0.491779338661781,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",2018,0.0512801131043577,0.0537218829791114,0.0605748474663145,0.0699922973558003,0.0747560566934101,0.0780966155064324,0.0849457485190107,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",2018,0.153999543768195,0.155172710095145,0.157364709460358,0.163137922757769,0.167787763218194,0.169614135802644,0.181746527129147,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",2018,0.17295420801897,0.17519653765827,0.176194723065163,0.180009934714732,0.184989068470199,0.214954974057224,0.224203663234358,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",2018,0.247823661307951,0.250297068942428,0.253911484991846,0.262153916693119,0.273852603911188,0.37502851067401,0.383118445877069,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",2019,0.171050724755117,0.173565609845878,0.180846035012939,0.189127172138959,0.195666640111345,0.200204541537541,0.214334036253048,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",2019,0.42145239444357,0.435455080079076,0.442657007092531,0.457574912336627,0.468116223638531,0.51192723480945,0.525526015923768,25
