"scenario","model_label","quantity","region","year","q025","q10","q25","q50","q75","q90","q975","n_runs"
"Diagnostic model","Diagnostic model","Regional depletion","All regions",1954,0.955593175960269,0.956429346346992,0.957567003808888,0.959672385654141,0.962694016980632,0.963508779705607,0.968031068188233,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",1954,0.924091703737006,0.925963823731765,0.931216982977891,0.934367161683322,0.938924682729845,0.942681589248887,0.947194763067013,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",1954,0.981805184932307,0.982079341683434,0.982290117615249,0.98290113452188,0.983945615502177,0.984703836786039,0.985501186105849,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",1954,0.958924789214882,0.959853684447122,0.962100071386852,0.965518927429371,0.967093659749988,0.968037629745006,0.969520596069778,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",1954,0.960417328900003,0.961872710259705,0.963806970509383,0.966586074814593,0.968414232492846,0.970844520809691,0.973283156718667,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",1954,0.983275058951774,0.983775450823513,0.984082639447253,0.984833256017731,0.985765078876096,0.994500473414802,0.994698402418235,25
"Diagnostic model","Diagnostic model","Regional depletion","All regions",1955,0.94460151735054,0.945316196617406,0.94659837213294,0.949049534934026,0.952598783724628,0.95475516960249,0.959776269474256,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 1",1955,0.904788390169817,0.90611870381397,0.911877339337432,0.916371882086168,0.921006463742083,0.92590139689874,0.932002050772663,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 2",1955,0.97575307626281,0.976244699072235,0.976406647326385,0.976955424726661,0.978171497735762,0.978815598979117,0.98020514029169,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 3",1955,0.957049891146261,0.957968375094468,0.95974735739765,0.96333994121266,0.96386484900404,0.965908626874816,0.967185683339387,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 4",1955,0.954038134969877,0.955349723725779,0.957695872246382,0.961002222671247,0.963760574280148,0.965225872828813,0.968300043864035,25
"Diagnostic model","Diagnostic model","Regional depletion","Region 5",1955,0.971946237241995,0.97279621680522,0.973298995209565,0.974580473419109,0.976134137343205,0.985697626535333,0.986178026872857,25
