"year","region","quantity","value","scenario","model_label","run","seed","is_reference","is_base_fit_reference","display_label"
1955,"Region 5","Regional recruitment deviation",0.242330303897794,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1956,"Region 5","Regional recruitment deviation",0.3285390692946,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1957,"Region 5","Regional recruitment deviation",0.141531907529818,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1958,"Region 5","Regional recruitment deviation",0.0101355736839466,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1959,"Region 5","Regional recruitment deviation",0.231080137159881,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1960,"Region 5","Regional recruitment deviation",0.255887439701388,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1961,"Region 5","Regional recruitment deviation",0.265595127406154,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1962,"Region 5","Regional recruitment deviation",-0.653567476150564,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1963,"Region 5","Regional recruitment deviation",-0.443149298767681,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1964,"Region 5","Regional recruitment deviation",0.183310879156752,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1965,"Region 5","Regional recruitment deviation",0.192394055637627,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1966,"Region 5","Regional recruitment deviation",-0.340575275335521,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1967,"Region 5","Regional recruitment deviation",-0.689006556190886,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1968,"Region 5","Regional recruitment deviation",-0.452253907467153,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1969,"Region 5","Regional recruitment deviation",-0.685780882720251,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1970,"Region 5","Regional recruitment deviation",-0.0960022290469107,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1971,"Region 5","Regional recruitment deviation",-0.267006950989335,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1972,"Region 5","Regional recruitment deviation",0.168963568005246,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1973,"Region 5","Regional recruitment deviation",0.557754185407885,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1974,"Region 5","Regional recruitment deviation",-0.734688838278145,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1975,"Region 5","Regional recruitment deviation",-0.353953732064906,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1976,"Region 5","Regional recruitment deviation",-0.457435427627682,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1977,"Region 5","Regional recruitment deviation",-0.672769875906244,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1978,"Region 5","Regional recruitment deviation",-0.559439107483756,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1979,"Region 5","Regional recruitment deviation",-0.726995780062804,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1980,"Region 5","Regional recruitment deviation",-0.891577094585609,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1981,"Region 5","Regional recruitment deviation",0.0306798645355725,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1982,"Region 5","Regional recruitment deviation",-0.769790154870645,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1983,"Region 5","Regional recruitment deviation",-0.433580735371943,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1984,"Region 5","Regional recruitment deviation",-0.523173897734892,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1985,"Region 5","Regional recruitment deviation",0.265350486108557,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1986,"Region 5","Regional recruitment deviation",0.287734075939023,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1987,"Region 5","Regional recruitment deviation",-1.04730075199734,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1988,"Region 5","Regional recruitment deviation",0.0288781054591052,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1989,"Region 5","Regional recruitment deviation",1.1269750495175,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1990,"Region 5","Regional recruitment deviation",0.388819201322177,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1991,"Region 5","Regional recruitment deviation",0.0328096181463017,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1992,"Region 5","Regional recruitment deviation",0.30993942851711,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1993,"Region 5","Regional recruitment deviation",-0.0378468785839905,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1994,"Region 5","Regional recruitment deviation",0.229684051618794,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1995,"Region 5","Regional recruitment deviation",-0.0487500818249355,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1996,"Region 5","Regional recruitment deviation",-0.813177162669315,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1997,"Region 5","Regional recruitment deviation",-0.554335509620245,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1998,"Region 5","Regional recruitment deviation",-0.22509374691298,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1999,"Region 5","Regional recruitment deviation",-0.862650905001623,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2000,"Region 5","Regional recruitment deviation",-0.402069911125109,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2001,"Region 5","Regional recruitment deviation",-0.0341226024798318,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2002,"Region 5","Regional recruitment deviation",0.255991684033849,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2003,"Region 5","Regional recruitment deviation",-0.39925520705178,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2004,"Region 5","Regional recruitment deviation",0.544499465073868,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2005,"Region 5","Regional recruitment deviation",0.963586748176762,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2006,"Region 5","Regional recruitment deviation",0.0461873172384952,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2007,"Region 5","Regional recruitment deviation",0.0855798174126497,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2008,"Region 5","Regional recruitment deviation",0.263662038473331,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2009,"Region 5","Regional recruitment deviation",0.152395716288898,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2010,"Region 5","Regional recruitment deviation",-1.02368980411735,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2011,"Region 5","Regional recruitment deviation",0.221418621308113,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2012,"Region 5","Regional recruitment deviation",-0.172139667870027,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2013,"Region 5","Regional recruitment deviation",-0.384806025389271,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2014,"Region 5","Regional recruitment deviation",-1.54947906383977,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2015,"Region 5","Regional recruitment deviation",-1.88680532898143,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2016,"Region 5","Regional recruitment deviation",-1.58105138309523,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2017,"Region 5","Regional recruitment deviation",-1.16757203078475,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2018,"Region 5","Regional recruitment deviation",-0.710596417342574,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2019,"Region 5","Regional recruitment deviation",0.249904964284872,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2020,"Region 5","Regional recruitment deviation",0.220322809647774,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2021,"Region 5","Regional recruitment deviation",0.560848581898075,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2022,"Region 5","Regional recruitment deviation",-0.274033112271203,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2023,"Region 5","Regional recruitment deviation",-1.20818123605185,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
2024,"Region 5","Regional recruitment deviation",-0.0625575048960557,"Diagnostic model","Diagnostic model",9,9,FALSE,FALSE,"Seed 9"
1952,"Region 1","Regional depletion",0.987001314034771,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1952,"Region 2","Regional depletion",0.997469895561854,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1952,"Region 3","Regional depletion",0.994808278816381,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1952,"Region 4","Regional depletion",0.995518853785744,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1952,"Region 5","Regional depletion",0.999745233748036,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1953,"Region 1","Regional depletion",0.951096645302515,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1953,"Region 2","Regional depletion",0.991729587033174,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1953,"Region 3","Regional depletion",0.974125588054817,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1953,"Region 4","Regional depletion",0.974374816122389,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1953,"Region 5","Regional depletion",0.995200836072111,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1954,"Region 1","Regional depletion",0.934293361480755,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1954,"Region 2","Regional depletion",0.982811524153474,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1954,"Region 3","Regional depletion",0.961578067387862,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1954,"Region 4","Regional depletion",0.964293037288731,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1954,"Region 5","Regional depletion",0.984260497459214,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1955,"Region 1","Regional depletion",0.91563678184373,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1955,"Region 2","Regional depletion",0.976878921372313,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1955,"Region 3","Regional depletion",0.959706719194572,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1955,"Region 4","Regional depletion",0.958646125252291,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1955,"Region 5","Regional depletion",0.973761049558018,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1956,"Region 1","Regional depletion",0.894030443295527,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1956,"Region 2","Regional depletion",0.972325264871501,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1956,"Region 3","Regional depletion",0.951611837031488,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1956,"Region 4","Regional depletion",0.940848922283153,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1956,"Region 5","Regional depletion",0.966593034988683,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1957,"Region 1","Regional depletion",0.870852202732976,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1957,"Region 2","Regional depletion",0.968630979419267,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1957,"Region 3","Regional depletion",0.937999321385607,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1957,"Region 4","Regional depletion",0.935149431367363,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1957,"Region 5","Regional depletion",0.960725685376531,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1958,"Region 1","Regional depletion",0.831096338652357,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1958,"Region 2","Regional depletion",0.960309728140699,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1958,"Region 3","Regional depletion",0.909524635669674,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1958,"Region 4","Regional depletion",0.904230087572978,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1958,"Region 5","Regional depletion",0.95356753013533,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1959,"Region 1","Regional depletion",0.777456071334907,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1959,"Region 2","Regional depletion",0.94072386519945,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1959,"Region 3","Regional depletion",0.886897580020207,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1959,"Region 4","Regional depletion",0.875336578997471,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1959,"Region 5","Regional depletion",0.934740882917466,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1960,"Region 1","Regional depletion",0.738182534989158,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1960,"Region 2","Regional depletion",0.921890926454788,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1960,"Region 3","Regional depletion",0.875320557157602,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1960,"Region 4","Regional depletion",0.854501797183431,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1960,"Region 5","Regional depletion",0.915470556794034,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1961,"Region 1","Regional depletion",0.74080629952522,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1961,"Region 2","Regional depletion",0.909087429183892,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1961,"Region 3","Regional depletion",0.865922793125169,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1961,"Region 4","Regional depletion",0.818743964362481,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1961,"Region 5","Regional depletion",0.904551045510455,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1962,"Region 1","Regional depletion",0.731709745626212,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1962,"Region 2","Regional depletion",0.89454,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1962,"Region 3","Regional depletion",0.853945693678405,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1962,"Region 4","Regional depletion",0.801497469627548,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1962,"Region 5","Regional depletion",0.890318222324432,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1963,"Region 1","Regional depletion",0.721064936836818,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1963,"Region 2","Regional depletion",0.879016769846464,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1963,"Region 3","Regional depletion",0.846380859849405,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1963,"Region 4","Regional depletion",0.786219451291222,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1963,"Region 5","Regional depletion",0.881582650688077,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1964,"Region 1","Regional depletion",0.714358953872377,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1964,"Region 2","Regional depletion",0.86212188892325,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1964,"Region 3","Regional depletion",0.829826910802118,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1964,"Region 4","Regional depletion",0.757398120163406,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1964,"Region 5","Regional depletion",0.868386437845282,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1965,"Region 1","Regional depletion",0.73521900448128,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1965,"Region 2","Regional depletion",0.853742644931031,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1965,"Region 3","Regional depletion",0.824710643672828,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1965,"Region 4","Regional depletion",0.769118233807687,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1965,"Region 5","Regional depletion",0.860339233512159,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1966,"Region 1","Regional depletion",0.756306975511428,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1966,"Region 2","Regional depletion",0.849191542288557,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1966,"Region 3","Regional depletion",0.815517059258477,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1966,"Region 4","Regional depletion",0.784575684327432,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1966,"Region 5","Regional depletion",0.850611655898462,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1967,"Region 1","Regional depletion",0.751651942039178,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1967,"Region 2","Regional depletion",0.837047173952335,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1967,"Region 3","Regional depletion",0.809014692227866,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1967,"Region 4","Regional depletion",0.794456275788633,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1967,"Region 5","Regional depletion",0.839319183425358,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1968,"Region 1","Regional depletion",0.748549592338753,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1968,"Region 2","Regional depletion",0.819253573246392,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1968,"Region 3","Regional depletion",0.811022171849543,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1968,"Region 4","Regional depletion",0.801641063195912,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1968,"Region 5","Regional depletion",0.836806043569923,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1969,"Region 1","Regional depletion",0.762558094872287,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1969,"Region 2","Regional depletion",0.801946874410642,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1969,"Region 3","Regional depletion",0.810818858560794,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1969,"Region 4","Regional depletion",0.814572260187294,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1969,"Region 5","Regional depletion",0.842498050060271,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1970,"Region 1","Regional depletion",0.751177469481913,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1970,"Region 2","Regional depletion",0.795874928800552,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1970,"Region 3","Regional depletion",0.813246298360134,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1970,"Region 4","Regional depletion",0.813353420091032,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1970,"Region 5","Regional depletion",0.840939195441926,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1971,"Region 1","Regional depletion",0.734491570480388,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1971,"Region 2","Regional depletion",0.79835341666043,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1971,"Region 3","Regional depletion",0.82068645505561,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1971,"Region 4","Regional depletion",0.813221965523369,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1971,"Region 5","Regional depletion",0.838219943228642,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1972,"Region 1","Regional depletion",0.722068523268597,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1972,"Region 2","Regional depletion",0.795259671360156,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1972,"Region 3","Regional depletion",0.80721870135646,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1972,"Region 4","Regional depletion",0.808803367796255,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1972,"Region 5","Regional depletion",0.846406150807646,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1973,"Region 1","Regional depletion",0.687806992198786,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1973,"Region 2","Regional depletion",0.777779272130618,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1973,"Region 3","Regional depletion",0.788775107199278,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1973,"Region 4","Regional depletion",0.785241134873798,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1973,"Region 5","Regional depletion",0.834056147489782,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1974,"Region 1","Regional depletion",0.679544639655791,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1974,"Region 2","Regional depletion",0.745002958351555,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1974,"Region 3","Regional depletion",0.784739663655724,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1974,"Region 4","Regional depletion",0.781014435769252,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1974,"Region 5","Regional depletion",0.817049808429119,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1975,"Region 1","Regional depletion",0.66054358466168,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1975,"Region 2","Regional depletion",0.709459717570957,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1975,"Region 3","Regional depletion",0.767875647668394,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1975,"Region 4","Regional depletion",0.775103710195735,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1975,"Region 5","Regional depletion",0.827788858811797,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1976,"Region 1","Regional depletion",0.623570158443695,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1976,"Region 2","Regional depletion",0.672593223840512,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1976,"Region 3","Regional depletion",0.759594590698077,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1976,"Region 4","Regional depletion",0.71607054098654,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1976,"Region 5","Regional depletion",0.826672756337063,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1977,"Region 1","Regional depletion",0.622648913071913,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1977,"Region 2","Regional depletion",0.647890020678563,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1977,"Region 3","Regional depletion",0.733391769046979,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1977,"Region 4","Regional depletion",0.682882157790385,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1977,"Region 5","Regional depletion",0.809281257710882,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1978,"Region 1","Regional depletion",0.620238399008493,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1978,"Region 2","Regional depletion",0.634715933254947,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1978,"Region 3","Regional depletion",0.719392097264438,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1978,"Region 4","Regional depletion",0.689888755318946,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1978,"Region 5","Regional depletion",0.797107148352682,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1979,"Region 1","Regional depletion",0.604164652421928,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1979,"Region 2","Regional depletion",0.609799872154202,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1979,"Region 3","Regional depletion",0.707126709010658,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1979,"Region 4","Regional depletion",0.679881336605918,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1979,"Region 5","Regional depletion",0.781116320454468,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1980,"Region 1","Regional depletion",0.595318170820227,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1980,"Region 2","Regional depletion",0.586748243937551,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1980,"Region 3","Regional depletion",0.670033305353226,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1980,"Region 4","Regional depletion",0.632789809894684,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1980,"Region 5","Regional depletion",0.759781258625449,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
1981,"Region 1","Regional depletion",0.573741608580468,"Diagnostic model","Diagnostic model",10,10,FALSE,FALSE,"Seed 10"
